,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_min_k,param_sim_options
0,0.9387869149334859,0.9421219318068947,0.9408685719484968,0.9369798237141835,0.9396135311129883,0.9396741547032098,0.0017588936529683453,13,0.715940954934845,0.7187087900717041,0.7174169656301471,0.7146701759333077,0.7156401837898652,0.7164754140719738,0.0014224365450575358,13,61.01730151176453,2.4770989354807305,75.8192672252655,0.8155962549034633,"{'k': 5, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",5,1,"{'name': 'msd', 'user_based': False}"
1,0.9387867460642755,0.942122974247748,0.9408833731579075,0.9369613124206797,0.9396240013718576,0.9396756814524936,0.0017668297867684465,14,0.7159398780785912,0.7187118679187655,0.7174245153954005,0.7146649066824077,0.7156473461074223,0.7164777028365175,0.0014249859859340693,14,57.29218368530273,0.8850523025302879,75.2023419380188,0.35276338275344754,"{'k': 5, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",5,5,"{'name': 'msd', 'user_based': False}"
2,1.0014090162701306,1.006973564069214,1.0033497086019154,1.0013163322481051,1.0019375197077869,1.0029972281794304,0.002116898665608549,15,0.7868267225366142,0.789992704491103,0.7875482485048444,0.7863565796514758,0.7862908950454136,0.7874030300458902,0.0013705134195266036,15,59.67437252998352,1.5109408385944432,74.78087725639344,0.7608341741228752,"{'k': 5, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",5,10,"{'name': 'msd', 'user_based': False}"
3,0.8836915120461648,0.8886269821965621,0.8877247362518466,0.8850706372423836,0.8854320408139273,0.8861091817101769,0.0018072939315779946,10,0.6738554563502214,0.6772318678513429,0.676694897997991,0.6745786474257098,0.6738763138938944,0.6752474367038319,0.0014351290771634723,10,57.61364555358887,0.6588664253896901,79.8790446281433,1.013925307141317,"{'k': 10, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",10,1,"{'name': 'msd', 'user_based': False}"
4,0.8836913326484849,0.8886280873918159,0.8877404235236835,0.8850510402424592,0.8854431517626404,0.8861108071138167,0.001811909259277893,11,0.6738543794939676,0.6772349456984046,0.6767024477632445,0.6745733781748097,0.6738834762114514,0.6752497254683755,0.001436841989195884,11,55.46495118141174,0.3811334175924433,83.43851776123047,0.4820051615799085,"{'k': 10, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",10,5,"{'name': 'msd', 'user_based': False}"
5,0.8836912445257735,0.8886347590604383,0.8877296771740026,0.8850564433960983,0.885443261245229,0.8861110770803083,0.001811223718350637,12,0.6738556129576407,0.6772359156975222,0.676692797412845,0.6745808584004499,0.6738867468694851,0.6752503862675887,0.0014336003339962336,12,54.91576409339905,0.2893912382752104,85.03783135414123,1.3467867796751583,"{'k': 10, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",10,10,"{'name': 'msd', 'user_based': False}"
6,0.8279203633929177,0.8324430978452155,0.8330143649068533,0.8281169611163408,0.8311507143307323,0.830529100318412,0.002137767735938084,4,0.6285733454306196,0.6309260394713759,0.6315544679567947,0.6277951183407832,0.6294971881212326,0.6296692318641612,0.001405457086483307,4,55.268125247955325,0.33095550984386035,103.00455927848816,0.3139109940555935,"{'k': 50, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",50,1,"{'name': 'msd', 'user_based': False}"
7,0.8279201719104803,0.8324442776330478,0.8330310824607727,0.8280960163013606,0.8311625509104271,0.8305308198432177,0.0021473457536050474,5,0.628572268574366,0.6309291173184375,0.6315620177220481,0.627789849089883,0.6295043504387896,0.6296715206287049,0.0014094337462500686,5,54.617793035507205,0.8177022413114883,103.10783624649048,0.8261606030195728,"{'k': 50, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",50,5,"{'name': 'msd', 'user_based': False}"
8,0.8279200778515609,0.8324513995860499,0.8330196303348539,0.8281017910721336,0.8311626675429769,0.8305311132775148,0.00214467665697108,6,0.628573502038039,0.6309300873175552,0.6315523673716488,0.6277973293155232,0.6295076210968235,0.629672181427918,0.0014047543100380716,6,54.72582859992981,0.7570487014338266,101.31119050979615,0.22741426716004298,"{'k': 50, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",50,10,"{'name': 'msd', 'user_based': False}"
9,0.8245685049112349,0.8293789558733335,0.8299575899275973,0.8250889137529761,0.8280438754102032,0.827407567975069,0.002201377107079263,1,0.6253446949489369,0.6280323908979368,0.6284092977647159,0.6247187532309343,0.6265029480467063,0.626601616977846,0.0014456547493640628,1,54.097184896469116,0.4033360673036983,129.12023587226867,1.4062872024243434,"{'k': 100, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",100,1,"{'name': 'msd', 'user_based': False}"
10,0.824568312650424,0.8293801400198878,0.8299743690518546,0.825067892069305,0.8280557564003707,0.8274092940383684,0.0022106603411898825,2,0.6253436180926831,0.6280354687449984,0.6284168475299695,0.6247134839800341,0.6265101103642632,0.6266039057423897,0.0014496170203291245,2,48.980504322052,0.8992976176611587,128.61681060791017,0.5915422279586551,"{'k': 100, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",100,5,"{'name': 'msd', 'user_based': False}"
11,0.8245682182091562,0.829387288284656,0.8299628747483071,0.8250736880342132,0.8280558734705157,0.8274095885493697,0.002208079141828481,3,0.6253448515563561,0.6280364387441161,0.62840719717957,0.6247209642056745,0.6265133810222968,0.6266045665416027,0.0014451913108076246,3,48.757936763763425,0.7892686202626451,129.35301566123962,1.3605554366810797,"{'k': 100, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",100,10,"{'name': 'msd', 'user_based': False}"
12,0.8344553641543122,0.8402417169887791,0.8398835049329929,0.8357271858885429,0.8382032458048266,0.8377022035538907,0.0022760012475728647,7,0.6336947147712981,0.6368101397627991,0.6365601431182047,0.6334736515865619,0.634915368921818,0.6350908036321363,0.00139356359302106,7,48.6217278957367,1.3673912746446932,162.7887987613678,0.6214040986486205,"{'k': 200, 'min_k': 1, 'sim_options': {'name': 'msd', 'user_based': False}}",200,1,"{'name': 'msd', 'user_based': False}"
13,0.8344551741714614,0.8402428858265444,0.8399000857620669,0.8357064318041373,0.8382149827945028,0.8377039120717426,0.0022836368035877943,8,0.6336936379150444,0.6368132176098608,0.6365676928834583,0.6334683823356618,0.6349225312393749,0.63509309239668,0.0013971774462502417,8,47.858337545394896,0.878585046900916,162.2821836948395,0.3409012943202054,"{'k': 200, 'min_k': 5, 'sim_options': {'name': 'msd', 'user_based': False}}",200,5,"{'name': 'msd', 'user_based': False}"
14,0.8344550808491606,0.8402499416785971,0.8398887272970018,0.8357121539869425,0.8382150984457494,0.8377042004514903,0.002282060472548868,9,0.6336948713787174,0.6368141876089786,0.6365580425330588,0.6334758625613022,0.6349258018974087,0.6350937531958932,0.0013933187657711645,9,42.819610071182254,1.413825478024992,110.79812588691712,0.8845169102998309,"{'k': 200, 'min_k': 10, 'sim_options': {'name': 'msd', 'user_based': False}}",200,10,"{'name': 'msd', 'user_based': False}"
